ESTABLECIMIENTO,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,ESTABLECIMIENTO_VARIANTES
COLEGIO PARTICULAR MIXTO SAGRADO CORAZN,"05-02-0032-46, 05-02-0047-46, 05-02-0080-46, 05-02-0090-46, 05-02-0091-46, 05-02-0092-46, 05-02-0093-46, 05-02-0253-46, 05-02-2402-46, 05-02-2555-46, 12-01-0053-46, 12-01-0183-46, 12-01-0184-46","05-007, 12-100","ESCUINTLA, SAN MARCOS","SAN MARCOS, SANTA LUCIA COTZUMALGUAPA","10A. AVENIDA 9-71 ZONA 3, 10AV. 9-71, ZONA 3, 4TA. AVENIDA NORTE 1ERA CALLE ""A"" LOTIFICACIÓN EL BILBAO., 4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIÓN EL BILBAO, 4TA. AVENIDA NORTE 1RA. CALLE ""A"" LOTIFICACIÓN EL BILBAO.","30162378, 77601164, 77746400","JORGE EBERTO SOLORZANO SANCHEZ, JUAN FRANCISCO GODOY DAVILA","MAGNOLIA ROSALETT CIFUENTES BARRIOS, MARÍA DOLORES PÉREZ TUCHÁN",DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, MATUTINA, SIN JORNADA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (UN DÍA A LA SEMANA)","ESCUINTLA, SAN MARCOS","COLEGIO PARTICULAR MIXTO ""SAGRADO CORAZÓN"", COLEGIO PARTICULAR MIXTO SAGRADO CORAZON, COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN"
COLEGIO PARTICULAR MIXTO SAN ANTONIO,"12-01-0155-46, 12-01-0199-46, 12-01-5259-46",12-100,SAN MARCOS,SAN MARCOS,ALDEA SAN ANTONIO SERCHIL,"33257604, 50015525",JORGE EBERTO SOLORZANO SANCHEZ,"ARGENIS OLIMPIA NAVARRO LÓPEZ, JOSÉ LUIS CHÚN GONZÁLEZ",DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,"DOBLE, MATUTINA, VESPERTINA",DIARIO(REGULAR),SAN MARCOS,"COLEGIO PARTICULAR MIXTO ""SAN ANTONIO"""
COLEGIO PARTICULAR MIXTO SAN CRISTBAL,"22-07-0035-46, 22-07-2324-46, 22-07-2440-46",22-020,JUTIAPA,ATESCATEMPA,"ALDEA SAN CRISTOBAL FRONTERA, ALDEA SAN CRISTÓBAL, FRONTERA","45736655, 78845584",MARCELINA MARTINEZ GUEVARA DE HERNANDEZ,HAIVIN ESTRADA DE ELVIRA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,"DOBLE, MATUTINA, SIN JORNADA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (UN DÍA A LA SEMANA)",JUTIAPA,"COLEGIO PARTICULAR MIXTO ""SAN CRISTÓBAL"", COLEGIO PARTICULAR MIXTO SAN CRISTOBAL"
COLEGIO PARTICULAR MIXTO SAN FELIPE COSANFE,"11-05-0014-46, 11-05-0142-46","11-004, 11-017",RETALHULEU,SAN FELIPE,"LOTIFICACION ""LA ESPERANZA"", LOTIFICACIÓN ""LA ESPERANZA""","59113261, 77725851",MIGUEL ANGEL ARMAS ROCHA,"JULIO ROLANDO BARRIENTOS MONZON, JULIO ROLANDO BARRIENTOS MONZÓN",DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA",RETALHULEU,"COLEGIO PARTICULAR MIXTO ""SAN FELIPE"" - COSANFE -"
COLEGIO PARTICULAR MIXTO SAN FRANCISCO,"06-02-0077-46, 22-06-0027-46, 22-06-0031-46, 22-11-0093-46","06-027, 22-022, 22-034","JUTIAPA, SANTA ROSA","BARBERENA, COMAPA, YUPILTEPEQUE","ALDEA EL AMATILLO, CASERO LAS PILAS, ALDEA ESCUINAPA, COLONIA SAN GABRIEL","45039654, 57476248, 78871692","INMER WILFREDO VELASQUEZ DOMINGUEZ, JULIO RENE HERNANDEZ GONZALEZ, YESENIA ALEJANDRA HERRERA MONTERROSO DE PIVARAL","HECTOR AMADO ASENCIO, KAREN ELIZABETH ORTÍZ LÓPEZ, MARIO ARTURO GALINDO JUÁREZ",DIVERSIFICADO,PRIVADO,"RURAL, URBANA",ABIERTA,MONOLINGUE,"DOBLE, SIN JORNADA, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (UN DÍA A LA SEMANA)","JUTIAPA, SANTA ROSA","COLEGIO PARTICULAR MIXTO ""SAN FRANCISCO DE ASÍS"", COLEGIO PARTICULAR MIXTO ""SAN FRANCISCO"", COLEGIO PARTICULAR MIXTO SAN FRANCISCO"
COLEGIO PARTICULAR MIXTO SAN JERNIMO,"15-07-0033-46, 15-07-0048-46",15-035,BAJA VERAPAZ,SAN JERONIMO,BARRIO ABAJO,45944665,MAYRA JUDITH PEREZ,ALDO WILFREDO ALVAREZ RAMOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, SIN JORNADA","FIN DE SEMANA, SEMIPRESENCIAL (UN DÍA A LA SEMANA)",BAJA VERAPAZ,"COLEGIO PARTICULAR MIXTO SAN JERONIMO, COLEGIO PARTICULAR MIXTO SAN JERÓNIMO"
COLEGIO PARTICULAR MIXTO SAN JOS OBRERO I,"22-12-0041-46, 22-12-0046-46, 22-12-0054-46, 22-12-0057-46, 22-12-1946-46, 22-12-1947-46, 22-12-2084-46","22-029, 22-033",JUTIAPA,JALPATAGUA,"3A- CALLE 5-97 ZONA 1, 3A. AVENIDA 5-97 ZONA 1, 3A. CALLE 5-97 ZONA 1, ALDEA SAN IXTAN, CASERIO EL CIPRES ALDEA SAN IXTAN, CASERIO EL CIPRES, SAN IXTAN","52933301, 77564442","CARLOS ALBERTO LOPEZ ARCHILA, CESAR AUGUSTO CUMES CERMEÑO","ELIAS BENJAMIN MENENDEZ HERNANDEZ, MAYRA YESENIA GALICIA VALLEJOS, SANTOS ARELY MÁRQUEZ LÓPEZ",DIVERSIFICADO,PRIVADO,"RURAL, URBANA",ABIERTA,MONOLINGUE,"DOBLE, MATUTINA, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA",JUTIAPA,"COLEGIO PARTICULAR MIXTO ""SAN JOSE OBRERO II"", COLEGIO PARTICULAR MIXTO ""SAN JOSÉ OBRERO II"", COLEGIO PARTICULAR MIXTO SAN JOSE OBRERO I, COLEGIO PARTICULAR MIXTO SAN JOSE OBRERO II, COLEGIO PARTICULAR MIXTO SAN JOSÉ OBRERO I"
COLEGIO PARTICULAR MIXTO SAN JOSE,"06-09-1997-46, 21-07-0095-46, 21-07-0126-46, 22-14-0084-46, 22-14-0086-46, 22-14-0092-46, 22-14-2126-46","06-019, 21-020, 22-007, 22-024","JALAPA, JUTIAPA, SANTA ROSA","MATAQUESCUINTLA, MOYUTA, TAXISCO","ALDEA CIUDAD PEDRO DE ALVARADO, ALDEA SAN JOSE, ALDEA SAN JOSÉ LA SIERRA, CABECERA MUNICIPAL, CIUDAD PEDRO DE ALVARADO","32486684, 50541381, 51765114, 77270602, 78440867, 78440868","CARLOS OBDULIO OROZCO REYES, JOSE ALBERTO LOPEZ PEREZ, MARIA FERNANDA AGUILAR REYES, WILMER OBED RAMIREZ LINARES","GLADYS JANETTE MORALES SANTOS, IRMA YOLANDA NAVICHOQUE RECINOS, SANDRA LILIANA MUÑOZ LÉMUS",DIVERSIFICADO,PRIVADO,"RURAL, URBANA",ABIERTA,MONOLINGUE,"DOBLE, NOCTURNA, SIN JORNADA, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (UN DÍA A LA SEMANA)","JALAPA, JUTIAPA, SANTA ROSA","COLEGIO PARTICULAR MIXTO ""SAN JOSÉ"", COLEGIO PARTICULAR MIXTO SAN JOSE"
COLEGIO PARTICULAR MIXTO SAN MIGUEL,22-01-0627-46,22-001,JUTIAPA,JUTIAPA,2A. CALLE 5-98 ZONA 3,77270508,CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,TANIA BEATRIZ LÓPEZ RIVERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,COLEGIO PARTICULAR MIXTO SAN MIGUEL
COLEGIO PARTICULAR MIXTO SANTA ANA,"12-02-0138-46, 12-02-0175-46",12-055,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,"12 AVENIDA 2-82 ZONA 2, CALZADA INDEPENDENCIA",41460186,LUCRECIA MARISOL OROZCO ROBLES DE CHILEL,JUAN DANIEL DE LEÓN GODÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"MATUTINA, VESPERTINA",DIARIO(REGULAR),SAN MARCOS,"COLEGIO PARTICULAR MIXTO ""SANTA ANA"""
COLEGIO PARTICULAR MIXTO SANTA FAMILIA,"05-01-3020-46, 05-09-0065-46, 05-09-0073-46, 05-09-0110-46, 05-09-3012-46, 06-10-1256-46","05-015, 05-033, 06-017","ESCUINTLA, SANTA ROSA","ESCUINTLA, SAN JOSE, SANTA MARIA IXHUATAN","6A. CALLE 1-60 ZONA 3, AVENIDA DEL COMERCIO 7-33 ZONA 1, AVENIDA DEL COMERCIO 7-33, ZONA 1, CANTÓN BARRIOS","57091598, 78813461, 78895621","JOSE OBDULIO BLANCO MEJIA, REMY ARTURO SINAY GUDIEL, TELMA ENRIQUETA GRAJEDA MARTINEZ","BERTHA ALICIA ZAMORA PORTILLO, MARTA LEONOR AYALA CENTENO, ZULEMA CRISTABEL AGUILAR FRANCO",DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, MATUTINA, SIN JORNADA, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (FIN DE SEMANA)","ESCUINTLA, SANTA ROSA","COLEGIO PARTICULAR MIXTO ""SANTA MARIA"", COLEGIO PARTICULAR MIXTO ""SANTA MARÍA"", COLEGIO PARTICULAR MIXTO SANTA FAMILIA"
COLEGIO PARTICULAR MIXTO SANTO DOMINGO,15-03-0059-46,15-031,BAJA VERAPAZ,RABINAL,4A. AVENIDA ENTRE 3A. Y 4A. CALLE ZONA 2,79388037,EDGAR OVIDIO SIC XITUMUL,ARABELA CONSUELO IXPATÁ AJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,COLEGIO PARTICULAR MIXTO SANTO DOMINGO
COLEGIO PARTICULAR MIXTO SHADDAI,"18-01-0246-46, 18-01-0405-46",18-008,IZABAL,PUERTO BARRIOS,"3A. CALLE 1A. COLONIA SAN AGUSTIN SANTO TOMAS DE CASTILLA, COLONIA SAN AGUSTIN, DE SANTO TOMAS DE CASTILLA",79453430,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,"HERLINDO ARTIGA MARROQUIN, HERLINDO ARTIGA MARROQUÍN",DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,"DOBLE, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA",IZABAL,COLEGIO PARTICULAR MIXTO SHADDAI
COLEGIO PARTICULAR MIXTO TEZULUTLN,"15-01-0051-46, 15-01-0099-46, 15-01-0177-46, 15-01-2023-46",15-001,BAJA VERAPAZ,SALAMA,"DIAGONAL 4, 1-24 ZONA 2, DIAGONAL 4, 1-24, ZONA 2",79400182,IRIS QUETZALÍ ORDOÑEZ TURCIOS,ELIA NÍVEA LÓPEZ GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, NOCTURNA, SIN JORNADA, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (UN DÍA A LA SEMANA)",BAJA VERAPAZ,COLEGIO PARTICULAR MIXTO TEZULUTLÁN
COLEGIO PARTICULAR MIXTO TINTECO MARA TERESA,"16-16-0112-46, 16-16-0126-46, 16-16-0134-46",16-030,ALTA VERAPAZ,LA TINTA,"BARRIO CAMPO NUEVO, BARRIO CAMPO NUEVO ZONA 2, ZONA 8, BARRIO EL RECREO","37229189, 45647830",TEODORO ALBERTO PÉREZ DUERING,LYLIANA ELIZABETH ARTOLA CHOC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, SIN JORNADA, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (FIN DE SEMANA)",ALTA VERAPAZ,"COLEGIO PARTICULAR MIXTO TINTECO ""MARÍA TERESA"", COLEGIO PARTICULAR MIXTO TINTECO MARIA TERESA, COLEGIO PARTICULAR MIXTO TINTECO MARÍA TERESA"
COLEGIO PARTICULAR MIXTO VERAPAZ,"16-01-0139-46, 16-01-9897-46",16-031,ALTA VERAPAZ,COBAN,"KM 209.5 ENTRADA A LA CIUDAD, KM.209.5 ENTRADA A COBAN",77367402,PATRICIO NAJARRO ASENCIO,"GILMA DOLORES GUAY PAZ DE LEAL, JORGE EDY GUTIERREZ PONCE",DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"MATUTINA, VESPERTINA",DIARIO(REGULAR),ALTA VERAPAZ,COLEGIO PARTICULAR MIXTO VERAPAZ
COLEGIO PARTICULAR MIXTO VIDA NUEVA,15-03-0141-46,15-031,BAJA VERAPAZ,RABINAL,"4TA. AVENIDA 1-83, ZONA 2",47406365,EDGAR OVIDIO SIC XITUMUL,EMILIA MARLENY GONZALEZ TORRES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),BAJA VERAPAZ,COLEGIO PARTICULAR MIXTO VIDA NUEVA
COLEGIO PARTICULAR PARA SEORITAS MADRE NGELA,21-01-0373-46,21-004,JALAPA,JALAPA,BARRIO LLANO GRANDE,51534709,VICTOR MANUEL PORTILLO RECINOS,GLENDY MARITZA NÁJERA HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA,"COLEGIO PARTICULAR PARA SEÑORITAS ""MADRE ÁNGELA"""
COLEGIO PEDAGOGICO INTEGRAL ALBORADA,"01-14-0136-46, 01-14-0211-46","01-629, 01-641",GUATEMALA,AMATITLAN,"4 AVENIDA 10-57 AMATITLAN, 4TA. AVENIDA 10-57 BARRIO SAN ANTONIO AMATITLAN",66336268,"JORGE ALFONSO REYES DE PAZ, MILTON ALONSO ALVAREZ FUENTES",AYLEEN ZUSSETTE VIDAL CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"MATUTINA, VESPERTINA",DIARIO(REGULAR),GUATEMALA SUR,COLEGIO PEDAGOGICO INTEGRAL ALBORADA
COLEGIO PIRAMIDE,01-08-7571-46,01-609,GUATEMALA,MIXCO,"3A. CALLE 3-60, ZONA 8 CIUDAD SAN CRISTOBAL",23041400,SILVIA HORTENSIA GONZALEZ MARTINEZ,ANA LUCRECIA MARROQUIN GODOY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,COLEGIO PIRAMIDE
COLEGIO PLENITUD,09-12-0070-46,09-022,QUETZALTENANGO,SAN MARTIN SACATEPEQUEZ,ALDEA LAS HORTENCIAS,49862457,JOSE MARLON ESTRADA MUÑOZ,ORBELINA YOJANA HERNÁNDEZ SACALXOT,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,COLEGIO PLENITUD
COLEGIO POPOL VUH,05-09-0112-46,05-015,ESCUINTLA,SAN JOSE,8A CALLE 05-20 APTO. A BARRIO PEÑATE,48850371,TELMA ENRIQUETA GRAJEDA MARTINEZ,ELIAS MARDOQUEO AGUIRRE MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ESCUINTLA,COLEGIO POPOL VUH
COLEGIO POR MADUREZ TIJAX,07-10-0043-46,07-011,SOLOLA,PANAJACHEL,CALLE PRINCIPAL ZONA 1,55693589,PORFIRIO GEREMIAS PAR CHAVAJAY,JUANA XON XON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SOLOLÁ,COLEGIO POR MADUREZ TIJAX
COLEGIO PRACBIL,"01-08-0533-46, 01-08-7155-46, 01-08-8511-46",01-621,GUATEMALA,MIXCO,9A. AVENIDA 5-15 ZONA 1,"24335287, 24344227",MARTA LUZ BETETA ORTIZ DE JORDAN,LIDIA DUBILIA PATZÁN RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"MATUTINA, VESPERTINA",DIARIO(REGULAR),GUATEMALA OCCIDENTE,COLEGIO PRACBIL
COLEGIO PRACTICO SECRETARIAL,"00-01-0797-46, 00-01-7151-46, 00-01-7154-46",01-403,CIUDAD CAPITAL,ZONA 1,4A. CALLE 0-35,"22328643, 58117466",CARLOS HUMBERTO GONZÁLEZ DE LEÓN,HÉCTOR HUGO LIMA CONDE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, SIN JORNADA","FIN DE SEMANA, SEMIPRESENCIAL (FIN DE SEMANA)",GUATEMALA NORTE,COLEGIO PRACTICO SECRETARIAL
COLEGIO PRADO VERDE SOCIEDAD ANONIMA,01-08-7224-46,01-609,GUATEMALA,MIXCO,8 CALLE 13-11 ZONA 8 DE MIXCO GRANJAS SAN CRISTOBAL MIXCO,24781329,SILVIA HORTENSIA GONZALEZ MARTINEZ,ELVIRA CECILIA BETANCOURT ARENCIBIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,COLEGIO PRADO VERDE SOCIEDAD ANONIMA
COLEGIO PRE UNIVERSITARIO AMERICA MODERNA,"09-12-0053-46, 09-12-0054-46, 09-12-0067-46, 09-12-0081-46",09-022,QUETZALTENANGO,SAN MARTIN SACATEPEQUEZ,"CASERIO VISTA HERMOSA, CASERÍO VISTA HERMOSA",40045771,JOSE MARLON ESTRADA MUÑOZ,"ANDRES VÁSQUEZ RAMÍREZ, PASCUAL MARTÍN VÁSQUEZ RAMÍREZ",DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, MATUTINA, SIN JORNADA, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (FIN DE SEMANA)",QUETZALTENANGO,"COLEGIO PRE-UNIVERSITARIO AMERICA MODERNA, COLEGIO PRE-UNIVERSITARIO AMÉRICA MODERNA"
COLEGIO PRE UNIVERSITARIO FRIEDRICH VON HAYEK,"09-01-0497-46, 09-01-3556-46, 09-01-3558-46, 09-01-3612-46, 09-01-3659-46, 09-01-3816-46, 09-01-4103-46",09-004,QUETZALTENANGO,QUETZALTENANGO,21 AVENIDA 3-61 ZONA 3,77658430,DINA RUBI GONZALEZ DE LEON,EDILSAR ROCAEL VAZQUEZ PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, MATUTINA, SIN JORNADA, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (UN DÍA A LA SEMANA)",QUETZALTENANGO,"COLEGIO PRE-UNIVERSITARIO ""FRIEDRICH VON HAYEK"""
COLEGIO PRE UNIVERSITARIO INTERCULTURAL COTPI,14-20-0135-46,14-054,QUICHE,IXCAN,ALDEA LOS ÁNGELES,48463453,JERONIMO COC JUAREZ,MAUDILIO HIGINIO PASCUAL FRANCISCO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ NORTE,COLEGIO PRE UNIVERSITARIO INTERCULTURAL -COTPI-
COLEGIO PRE UNIVERSITARIO NUEVO MILENIO,14-08-0033-46,14-011,QUICHE,SAN ANTONIO ILOTENANGO,"4TA. CALLE 2-119, ZONA 1",45770209,FRANCISCO VICENTE ICHOP,JENNIFER CATALINA VILLATORO GIL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ,COLEGIO PRE-UNIVERSITARIO NUEVO MILENIO
COLEGIO PRE UNIVERSITARIO PESTALOZZI,09-01-4164-46,09-006,QUETZALTENANGO,QUETZALTENANGO,8A. CALLE 5-13 ZONA 1,77669611,PEDRO GERÓNIMO SARAT CHAJ,BETTY AMELIA ARGUETA CHUN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO,COLEGIO PRE-UNIVERSITARIO PESTALOZZI
COLEGIO PREPARATORIA UNIFICADA,01-08-0726-46,01-608,GUATEMALA,MIXCO,7A. AVENIDA 20-34 ZONA10,54930010,EDGAR ALBERTO SIMON CHALI,EVA MARROQUÍN COY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,"""COLEGIO PREPARATORIA UNIFICADA"""
COLEGIO PRESBITERIANO JUAN CALVINO,01-14-0134-46,01-203,GUATEMALA,AMATITLAN,2A. AVENIDA 5-32,66353709,ANGELA PATRICIA PU GRIJALVA,NORMA YOLANDA BARILLAS ESTUPE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,COLEGIO PRESBITERIANO JUAN CALVINO
COLEGIO PREUNIVERSITARIO ALBERT EINSTEIN,13-01-0426-46,13-050,HUEHUETENANGO,HUEHUETENANGO,"11. AVENIDA ""A"" 1-45 CORRAL CHIQUITO ZONA 8",79345932,REYNALDO RECINOS CASTILLO,SUSANA GUADALUPE ARREOLA DONIS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,"COLEGIO PREUNIVERSITARIO ""ALBERT EINSTEIN"""
COLEGIO PREUNIVERSITARIO CAMBRIDGE,"13-01-0158-46, 13-01-0231-46, 13-01-0287-46",13-004,HUEHUETENANGO,HUEHUETENANGO,"1A. CALLE 7-77, ZONA 8, 1RA. CALLE ZONA 8","77251141, 77252793",CLARA ARMIDA MORALES CASTILLO,"ANA RENEÉ MAURICIO DOMÍNGUEZ, DAVID ALFREDO ALVARADO GUTIÉRREZ",DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"MATUTINA, VESPERTINA",DIARIO(REGULAR),HUEHUETENANGO,COLEGIO PREUNIVERSITARIO CAMBRIDGE
COLEGIO PREUNIVERSITARIO CAMINO A LA EXCELENCIA,"10-03-0025-46, 10-03-0026-46, 10-03-0027-46, 10-03-0028-46",10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,2A. AVENIDA 2-80 ZONA 1,"56225678, 79389478",FREDY STUARDO QUIÑONEZ DE LEON,MELIDA BEATRIZ POROJ RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, MATUTINA, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA",SUCHITEPÉQUEZ,COLEGIO PREUNIVERSITARIO CAMINO A LA EXCELENCIA
COLEGIO PREUNIVERSITARIO CIENTIFICO,13-01-0425-46,13-004,HUEHUETENANGO,HUEHUETENANGO,"2A. AVENIDA ""A"" 1-36 ZONA 3, EL CALVARIO",77648784,CLARA ARMIDA MORALES CASTILLO,ALVARO OTONIEL MARTÍNEZ RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO,COLEGIO PREUNIVERSITARIO CIENTIFICO
COLEGIO PREUNIVERSITARIO DE CIENCIAS Y TECNOLOGIA MODERNA,09-23-0008-46,09-020,QUETZALTENANGO,LA ESPERANZA,"7A. AVENIDA ""A"" 2B-11 ZONA 1",77720892,JORGE MARIO ROJAS FERNANDEZ,MANUEL OVIDIO BELETZUY SANTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,COLEGIO PREUNIVERSITARIO DE CIENCIAS Y TECNOLOGIA MODERNA
COLEGIO PREUNIVERSITARIO DE SALUD INTEGRAL,"00-02-0134-46, 00-02-0136-46",01-403,CIUDAD CAPITAL,ZONA 2,3A. CALLE 5-24,51217758,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,LUIS ALFREDO BETETA PERERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"MATUTINA, SIN JORNADA","DIARIO(REGULAR), SEMIPRESENCIAL (FIN DE SEMANA)",GUATEMALA NORTE,COLEGIO PREUNIVERSITARIO DE SALUD INTEGRAL
COLEGIO PREUNIVERSITARIO DEL SUR DOMINGO DE GUZMAN,"01-17-0027-46, 01-17-0372-46",01-641,GUATEMALA,SAN MIGUEL PETAPA,"1A. AVENIDA 2-71 ZONA 4, SANTA INÉS","41867474, 66269484",MILTON ALONSO ALVAREZ FUENTES,FRANCISCO RUBÉN TOCA LETONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, SIN JORNADA","FIN DE SEMANA, SEMIPRESENCIAL (FIN DE SEMANA)",GUATEMALA SUR,"COLEGIO PREUNIVERSITARIO DEL SUR ""DOMINGO DE GUZMAN"", COLEGIO PREUNIVERSITARIO DEL SUR ""DOMINGO DE GUZMÁN"""
COLEGIO PREUNIVERSITARIO DEL VALLE,"13-23-0058-46, 13-23-0059-46",13-040,HUEHUETENANGO,SAN JUAN IXCOY,CABECERA MUNICIPAL CABECERA MUNICIPAL,49059904,RIGOBERTO GABRIEL GONZÁLEZ MÉRIDA,DOMINGO BAUTISTA PÁIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,"COLEGIO PREUNIVERSITARIO ""DEL VALLE"""
COLEGIO PREUNIVERSITARIO EL PRADO,"09-01-0503-46, 09-01-3549-46, 09-01-3648-46, 09-01-3691-46, 09-01-3925-46",09-041,QUETZALTENANGO,QUETZALTENANGO,"1A. CALLE 25-21 ZONA 1 COLONIA EL CERVECERO, 1A. CALLE 25-21 ZONA 1, COLONIA EL CERVECERO, 1RA. CALLE 25-21 ZONA 1 COLONIA EL CERVECERO",77651040,WILSON RANFERI SIGUENZA LOPEZ,JORGE LUIS RUBIO MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, MATUTINA, SIN JORNADA, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (FIN DE SEMANA)",QUETZALTENANGO,"COLEGIO PREUNIVERSITARIO ""EL PRADO"""
